Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,AverageWorkingHours,Overtime_Hours,Loyalty_Ratio,Promotion_Stagnation,Manager_Stability,Prior_Tenure_Avg,Compa_Ratio_Level,Hike_Per_Performance,Burnout_Risk_Score,Attrition_Binary
31,Yes,Travel_Rarely,Research & Development,15,1,Medical,2815,Female,2,Sales Executive,Married,40660,3.0,22,0,4.0,2,2,2,2,2,4,2.0,3.0,3.0,8.386093749999999,0.3860937499999988,0.5,1.0,1.0,0.6666666666666666,20330.0,5.5,0.7721874999999976,1
41,No,Travel_Rarely,Research & Development,17,2,Other,2816,Male,1,Manufacturing Director,Divorced,52080,3.0,11,3,12.0,2,9,0,7,1,3,3.0,3.0,3.0,8.089008916323731,0.08900891632373131,0.75,0.0,0.7777777777777778,1.0,52080.0,3.6666666666666665,0.17801783264746263,0
26,No,Travel_Rarely,Research & Development,17,4,Life Sciences,2817,Male,2,Sales Executive,Married,48770,1.0,13,1,8.0,5,8,5,7,4,3,3.0,3.0,3.0,7.87903371320038,-0.12096628679961974,1.0,0.625,0.875,0.0,24385.0,4.333333333333333,-0.24193257359923948,0
36,No,Travel_Rarely,Human Resources,25,1,Human Resources,2818,Male,2,Research Scientist,Divorced,31170,6.0,21,1,7.0,2,3,0,1,4,4,2.0,2.0,3.0,6.792215419501134,-1.207784580498866,0.42857142857142855,0.0,0.3333333333333333,0.6666666666666666,15585.0,5.25,-2.415569160997732,0
51,Yes,Travel_Frequently,Research & Development,6,3,Life Sciences,2819,Female,1,Manager,Single,15690,2.0,11,0,18.0,2,4,0,3,4,3,1.0,4.0,3.0,7.193490896358543,-0.8065091036414573,0.2222222222222222,0.0,0.75,7.0,15690.0,3.6666666666666665,-1.6130182072829147,1
39,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2820,Female,1,Research Scientist,Married,196580,4.0,13,1,17.0,3,15,5,9,4,3,4.0,3.0,4.0,7.933086158192089,-0.06691384180791093,0.8823529411764706,0.3333333333333333,0.6,0.5,196580.0,4.333333333333333,-0.06691384180791093,0
25,No,Travel_Rarely,Sales,29,1,Medical,2821,Female,3,Research Scientist,Married,30690,2.0,14,1,6.0,3,2,2,2,2,3,1.0,3.0,3.0,7.785092208390964,-0.21490779160903628,0.3333333333333333,1.0,1.0,2.0,10230.0,4.666666666666667,-0.42981558321807256,0
30,No,Travel_Rarely,Research & Development,21,1,Medical,2822,Male,2,Laboratory Technician,Married,104350,0.0,11,0,12.0,5,11,4,7,3,3,3.0,4.0,1.0,10.030638039786512,2.0306380397865116,0.9166666666666666,0.36363636363636365,0.6363636363636364,0.0,52175.0,3.6666666666666665,8.122552159146046,0
32,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2823,Female,2,Research Director,Single,41480,7.0,15,0,10.0,0,5,0,4,2,3,1.0,1.0,4.0,7.915311065197429,-0.08468893480257123,0.5,0.0,0.8,0.7142857142857143,20740.0,5.0,-0.08468893480257123,1
45,No,Travel_Rarely,Research & Development,2,1,Technical Degree,2824,Female,2,Healthcare Representative,Single,57680,5.0,23,1,9.0,4,6,0,3,3,4,3.0,4.0,2.0,7.409882478632478,-0.5901175213675218,0.6666666666666666,0.0,0.5,0.6,28840.0,5.75,-1.7703525641025655,0
38,No,Travel_Rarely,Research & Development,7,4,Life Sciences,2825,Female,2,Research Director,Single,50420,3.0,16,1,19.0,4,3,2,2,3,3,4.0,3.0,3.0,10.426072295002427,2.4260722950024274,0.15789473684210525,0.6666666666666666,0.6666666666666666,5.333333333333333,25210.0,5.333333333333333,4.852144590004855,0
30,No,Travel_Rarely,Sales,13,3,Marketing,2826,Female,2,Laboratory Technician,Single,57700,1.0,16,1,5.0,2,5,0,4,4,3,1.0,3.0,2.0,6.6939449016918156,-1.3060550983081844,1.0,0.0,0.8,0.0,28850.0,5.333333333333333,-3.9181652949245533,0
32,No,Travel_Frequently,Sales,2,3,Marketing,2827,Male,3,Laboratory Technician,Divorced,77560,0.0,21,0,9.0,3,8,0,7,3,4,4.0,4.0,4.0,6.489492544492544,-1.5105074555074562,0.8888888888888888,0.0,0.875,0.0,25853.333333333332,5.25,-1.5105074555074562,0
30,No,Travel_Rarely,Research & Development,1,3,Medical,2828,Female,3,Sales Executive,Divorced,103060,5.0,13,0,8.0,5,3,2,2,3,3,4.0,1.0,3.0,6.674859903381643,-1.325140096618357,0.375,0.6666666666666666,0.6666666666666666,1.0,34353.333333333336,4.333333333333333,-2.650280193236714,0
30,No,Travel_Rarely,Sales,9,3,Medical,2829,Male,2,Research Scientist,Single,39360,0.0,11,1,6.0,3,5,1,2,3,3,2.0,4.0,3.0,6.430403608736942,-1.5695963912630582,0.8333333333333334,0.2,0.4,0.0,19680.0,3.6666666666666665,-3.1391927825261163,0
41,No,Travel_Frequently,Sales,10,2,Medical,2830,Female,3,Manufacturing Director,Divorced,79450,4.0,12,1,21.0,6,7,7,7,2,3,4.0,1.0,2.0,7.281752955082743,-0.7182470449172573,0.3333333333333333,1.0,1.0,3.5,26483.333333333332,4.0,-2.154741134751772,0
41,No,Travel_Rarely,Research & Development,10,4,Medical,2831,Male,4,Research Scientist,Married,57430,2.0,12,3,7.0,2,5,1,4,4,3,3.0,1.0,3.0,7.996069739952718,-0.003930260047281919,0.7142857142857143,0.2,0.8,1.0,14357.5,4.0,-0.007860520094563839,0
19,No,Travel_Rarely,Research & Development,1,3,Other,2832,Female,5,Manufacturing Director,Single,152020,1.0,18,3,1.0,2,1,0,0,2,3,2.0,2.0,3.0,6.412936507936507,-1.5870634920634927,1.0,0.0,0.0,0.0,30404.0,6.0,-3.1741269841269855,0
40,No,Travel_Frequently,Research & Development,26,4,Medical,2833,Male,2,Manufacturing Director,Divorced,54400,1.0,12,1,20.0,2,20,2,13,3,3,2.0,2.0,3.0,7.022685969868173,-0.9773140301318266,1.0,0.1,0.65,0.0,27200.0,4.0,-1.9546280602636532,0
35,No,Travel_Rarely,Sales,8,1,Marketing,2834,Female,3,Laboratory Technician,Married,37600,1.0,14,3,10.0,2,10,0,6,3,3,3.0,2.0,3.0,7.35771513002364,-0.6422848699763604,1.0,0.0,0.6,0.0,12533.333333333334,4.666666666666667,-1.2845697399527207,0
53,No,Travel_Rarely,Sales,14,2,Life Sciences,2835,Female,5,Manufacturing Director,Married,35170,2.0,12,1,13.0,1,7,4,5,2,3,2.0,3.0,1.0,10.932706855791963,2.932706855791963,0.5384615384615384,0.5714285714285714,0.7142857142857143,3.0,7034.0,4.0,11.730827423167852,0
45,No,Travel_Rarely,Sales,1,4,Technical Degree,2836,Male,1,Research Scientist,Divorced,25800,8.0,17,3,20.0,3,17,0,15,3,3,2.0,2.0,1.0,6.843852157943067,-1.1561478420569333,0.85,0.0,0.8823529411764706,0.375,25800.0,5.666666666666667,-4.624591368227733,0
32,No,Travel_Frequently,Sales,2,2,Life Sciences,2837,Female,1,Manufacturing Director,Single,21660,1.0,19,1,9.0,4,9,3,7,1,3,2.0,4.0,3.0,7.894804526748971,-0.10519547325102874,1.0,0.3333333333333333,0.7777777777777778,0.0,21660.0,6.333333333333333,-0.21039094650205747,0
29,No,Non-Travel,Research & Development,10,4,Technical Degree,2838,Male,3,Healthcare Representative,Married,58690,1.0,11,1,10.0,6,10,0,9,4,3,4.0,3.0,3.0,6.118706018518519,-1.8812939814814813,1.0,0.0,0.9,0.0,19563.333333333332,3.6666666666666665,-3.7625879629629626,0
51,No,Travel_Rarely,Research & Development,1,3,Other,2839,Female,3,Research Director,Married,80080,2.0,15,1,10.0,4,1,0,0,3,3,2.0,3.0,3.0,7.583658625730995,-0.4163413742690052,0.1,0.0,0.0,4.5,26693.333333333332,5.0,-0.8326827485380104,0
58,No,Travel_Rarely,Sales,3,3,Marketing,2840,Female,1,Research Scientist,Married,52060,4.0,11,3,9.0,4,1,0,0,1,3,2.0,2.0,2.0,9.953753472222221,1.9537534722222212,0.1111111111111111,0.0,0.0,2.0,52060.0,3.6666666666666665,5.8612604166666635,0
40,No,Travel_Rarely,Research & Development,11,2,Technical Degree,2841,Male,4,Laboratory Technician,Married,52950,7.0,18,0,15.0,4,12,2,11,3,3,3.0,4.0,2.0,6.194080543425521,-1.805919456574479,0.8,0.16666666666666666,0.9166666666666666,0.42857142857142855,13237.5,6.0,-5.417758369723437,0
34,No,Travel_Frequently,Sales,24,4,Marketing,2842,Male,2,Manufacturing Director,Married,164130,6.0,16,0,6.0,1,4,1,2,3,3,3.0,3.0,3.0,7.026667884990253,-0.9733321150097467,0.6666666666666666,0.25,0.5,0.3333333333333333,82065.0,5.333333333333333,-1.9466642300194934,0
22,No,Travel_Rarely,Research & Development,3,3,Medical,2843,Male,1,Laboratory Technician,Married,132690,1.0,25,1,2.0,2,2,2,2,3,4,3.0,4.0,3.0,7.703482552800734,-0.29651744719926576,1.0,1.0,1.0,0.0,132690.0,6.25,-0.5930348943985315,0
27,No,Non-Travel,Research & Development,3,3,Medical,2844,Male,1,Healthcare Representative,Divorced,27830,6.0,16,1,6.0,2,2,2,2,4,3,4.0,2.0,1.0,6.2832463768115945,-1.7167536231884055,0.3333333333333333,1.0,1.0,0.6666666666666666,27830.0,5.333333333333333,-6.867014492753622,0
28,No,Travel_Rarely,Sales,4,4,Life Sciences,2845,Male,2,Healthcare Representative,Married,54330,1.0,13,1,5.0,4,5,0,2,2,3,3.0,4.0,1.0,6.489963042441583,-1.510036957558417,1.0,0.0,0.4,0.0,27165.0,4.333333333333333,-6.040147830233668,0
57,No,Travel_Rarely,Research & Development,3,3,Life Sciences,2846,Male,2,Manufacturing Director,Divorced,20130,3.0,14,1,12.0,5,5,1,4,3,3,3.0,4.0,1.0,10.887184397163121,2.8871843971631215,0.4166666666666667,0.2,0.8,2.3333333333333335,10065.0,4.666666666666667,11.548737588652486,0
27,No,Non-Travel,Research & Development,2,3,Life Sciences,2847,Male,1,Manufacturing Director,Divorced,139660,1.0,19,0,1.0,1,1,0,1,3,3,3.0,3.0,2.0,10.613379818594105,2.6133798185941046,1.0,0.0,1.0,0.0,139660.0,6.333333333333333,7.840139455782314,0
50,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2848,Female,2,Manufacturing Director,Single,43740,3.0,15,1,21.0,5,5,4,4,4,3,3.0,2.0,3.0,6.223148148148148,-1.776851851851852,0.23809523809523808,0.8,0.8,5.333333333333333,21870.0,5.0,-3.553703703703704,0
41,No,Travel_Rarely,Sales,7,4,Marketing,2849,Male,4,Laboratory Technician,Divorced,68420,4.0,12,1,13.0,3,9,1,8,3,3,1.0,3.0,3.0,6.183541666666667,-1.8164583333333333,0.6923076923076923,0.1111111111111111,0.8888888888888888,1.0,17105.0,4.0,-3.6329166666666666,0
30,No,Travel_Rarely,Human Resources,1,4,Human Resources,2850,Female,1,Manager,Married,174260,2.0,12,1,12.0,0,10,7,4,2,3,2.0,4.0,3.0,6.886836355183635,-1.1131636448163649,0.8333333333333334,0.7,0.4,1.0,174260.0,4.0,-2.2263272896327297,0
38,No,Travel_Rarely,Sales,1,1,Medical,2851,Male,2,Laboratory Technician,Single,176030,4.0,16,0,12.0,0,8,0,7,2,3,1.0,4.0,4.0,6.278257887517146,-1.721742112482854,0.6666666666666666,0.0,0.875,1.0,88015.0,5.333333333333333,-1.721742112482854,0
32,No,Travel_Rarely,Research & Development,20,3,Medical,2852,Female,1,Manufacturing Director,Single,45810,3.0,14,1,8.0,3,5,1,4,3,3,3.0,3.0,3.0,6.9309076510721255,-1.0690923489278745,0.625,0.2,0.8,1.0,45810.0,4.666666666666667,-2.138184697855749,0
27,No,Travel_Rarely,Research & Development,5,4,Medical,2853,Male,2,Healthcare Representative,Married,47350,0.0,13,0,6.0,2,5,1,1,3,3,3.0,2.0,2.0,8.924711761971176,0.9247117619711762,0.8333333333333334,0.2,0.2,0.0,23675.0,4.333333333333333,2.7741352859135286,0
19,Yes,Travel_Frequently,Research & Development,10,2,Life Sciences,2854,Male,2,Healthcare Representative,Single,41870,0.0,22,1,1.0,4,0,0,0,3,4,3.0,1.0,4.0,7.514374090247453,-0.4856259097525468,0.0,0.0,0.0,0.0,20935.0,5.5,-0.4856259097525468,1
36,No,Travel_Frequently,Sales,25,3,Marketing,2855,Female,2,Research Director,Single,55050,4.0,21,2,13.0,3,8,7,2,3,4,4.0,2.0,2.0,7.428980696798494,-0.5710193032015063,0.6153846153846154,0.875,0.25,1.25,27525.0,5.25,-1.7130579096045189,0
30,No,Non-Travel,Sales,1,3,Medical,2856,Female,1,Sales Executive,Divorced,54700,1.0,18,1,12.0,2,12,6,10,3,3,3.0,1.0,3.0,6.828885445362718,-1.171114554637282,1.0,0.5,0.8333333333333334,0.0,54700.0,6.0,-2.342229109274564,0
45,No,Travel_Rarely,Research & Development,24,2,Medical,2857,Male,2,Sales Executive,Divorced,54760,4.0,13,1,9.0,3,5,0,3,3,3,3.0,1.0,4.0,8.11569214876033,0.11569214876032952,0.5555555555555556,0.0,0.6,1.0,27380.0,4.333333333333333,0.11569214876032952,0
56,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2858,Male,4,Manager,Divorced,25870,4.0,12,0,19.0,2,2,2,2,2,3,3.0,1.0,3.0,8.298600780532599,0.298600780532599,0.10526315789473684,1.0,1.0,4.25,6467.5,4.0,0.597201561065198,0
33,No,Travel_Rarely,Research & Development,2,2,Medical,2859,Male,1,Sales Executive,Single,24400,0.0,18,3,4.0,4,3,0,2,3,3,3.0,4.0,4.0,6.8169341138659325,-1.1830658861340675,0.75,0.0,0.6666666666666666,0.0,24400.0,6.0,-1.1830658861340675,0
19,Yes,Travel_Rarely,Research & Development,8,2,Life Sciences,2860,Male,2,Sales Executive,Single,159720,1.0,21,0,1.0,2,1,1,0,3,4,2.0,4.0,2.0,7.1971643518518515,-0.8028356481481485,1.0,1.0,0.0,0.0,79860.0,5.25,-2.4085069444444454,1
46,No,Travel_Rarely,Research & Development,10,3,Technical Degree,2861,Female,2,Laboratory Technician,Divorced,153790,1.0,12,0,24.0,1,24,15,7,1,3,2.0,1.0,3.0,6.8578174603174595,-1.1421825396825405,1.0,0.625,0.2916666666666667,0.0,76895.0,4.0,-2.284365079365081,0
38,No,Travel_Rarely,Sales,4,4,Life Sciences,2862,Male,1,Manufacturing Director,Single,70820,1.0,14,0,2.0,3,2,2,1,4,3,3.0,4.0,3.0,7.900873015873016,-0.0991269841269844,1.0,1.0,0.5,0.0,70820.0,4.666666666666667,-0.1982539682539688,0
31,No,Travel_Rarely,Sales,2,5,Life Sciences,2863,Male,2,Sales Representative,Married,27280,8.0,11,0,7.0,3,4,0,2,4,3,3.0,4.0,3.0,10.368086675887506,2.368086675887506,0.5714285714285714,0.0,0.5,0.375,13640.0,3.6666666666666665,4.736173351775012,0
34,No,Travel_Rarely,Sales,9,3,Marketing,2864,Female,2,Manager,Single,53680,2.0,14,1,9.0,2,3,1,2,3,3,4.0,2.0,3.0,6.208591787439614,-1.7914082125603858,0.3333333333333333,0.3333333333333333,0.6666666666666666,3.0,26840.0,4.666666666666667,-3.5828164251207717,0
41,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,2865,Male,5,Laboratory Technician,Single,53470,1.0,24,1,4.0,1,4,0,2,3,4,2.0,2.0,2.0,10.054291962174942,2.0542919621749416,1.0,0.0,0.5,0.0,10694.0,6.0,6.162875886524825,1
50,No,Travel_Rarely,Sales,19,4,Marketing,2866,Male,3,Sales Executive,Married,31950,2.0,11,0,5.0,4,3,0,2,2,3,3.0,3.0,2.0,6.77911814653081,-1.2208818534691899,0.6,0.0,0.6666666666666666,1.0,10650.0,3.6666666666666665,-3.6626455604075696,0
53,No,Travel_Rarely,Sales,1,2,Life Sciences,2867,Male,1,Manager,Divorced,39890,1.0,13,0,5.0,2,4,1,3,3,3,4.0,1.0,3.0,6.132815602836879,-1.867184397163121,0.8,0.25,0.75,1.0,39890.0,4.333333333333333,-3.734368794326242,0
33,No,Travel_Rarely,Research & Development,4,3,Life Sciences,2868,Male,1,Human Resources,Married,33060,1.0,11,3,8.0,6,8,1,6,1,3,4.0,2.0,3.0,7.506620370370371,-0.49337962962962933,1.0,0.125,0.75,0.0,33060.0,3.6666666666666665,-0.9867592592592587,0
40,No,Travel_Rarely,Research & Development,11,3,Life Sciences,2869,Female,2,Sales Executive,Married,70050,1.0,20,2,21.0,2,20,9,9,3,4,4.0,3.0,3.0,6.21970652173913,-1.7802934782608704,0.9523809523809523,0.45,0.45,1.0,35025.0,5.0,-3.5605869565217407,0
55,No,Travel_Rarely,Research & Development,6,1,Life Sciences,2870,Female,2,Laboratory Technician,Single,26550,8.0,17,0,36.0,0,24,2,15,2,3,3.0,2.0,3.0,6.093933654729108,-1.906066345270892,0.6666666666666666,0.08333333333333333,0.625,1.5,13275.0,5.666666666666667,-3.812132690541784,0
34,No,Travel_Frequently,Human Resources,7,4,Other,2871,Female,1,Research Scientist,Married,13930,1.0,11,2,10.0,4,10,1,9,4,3,4.0,3.0,2.0,6.819717553688142,-1.1802824463118577,1.0,0.1,0.9,0.0,13930.0,3.6666666666666665,-3.5408473389355732,0
51,No,Travel_Rarely,Human Resources,4,2,Human Resources,2872,Male,2,Sales Representative,Single,25700,3.0,18,0,21.0,2,7,1,0,3,3,4.0,2.0,3.0,7.382190214906265,-0.6178097850937352,0.3333333333333333,0.14285714285714285,0.0,4.666666666666667,12850.0,6.0,-1.2356195701874704,0
52,No,Travel_Rarely,Research & Development,2,4,Medical,2873,Female,2,Sales Representative,Married,35370,0.0,11,1,34.0,3,33,11,9,3,3,3.0,3.0,3.0,6.266114798426746,-1.733885201573254,0.9705882352941176,0.3333333333333333,0.2727272727272727,0.0,17685.0,3.6666666666666665,-3.467770403146508,0
27,No,Travel_Rarely,Sales,15,3,Marketing,2874,Male,1,Research Scientist,Single,39860,1.0,12,2,7.0,3,7,0,3,3,3,4.0,2.0,2.0,7.528170068027211,-0.4718299319727892,1.0,0.0,0.42857142857142855,0.0,39860.0,4.0,-1.4154897959183677,0
35,Yes,Travel_Rarely,Research & Development,2,4,Life Sciences,2875,Female,2,Research Director,Married,108830,3.0,12,0,8.0,3,1,0,1,4,3,2.0,3.0,3.0,8.999426937441642,0.9994269374416422,0.125,0.0,1.0,2.3333333333333335,54415.0,4.0,1.9988538748832845,1
43,No,Non-Travel,Research & Development,6,2,Medical,2876,Male,1,Healthcare Representative,Divorced,20280,4.0,20,1,7.0,2,5,2,2,2,4,4.0,4.0,4.0,8.014231601731602,0.014231601731601984,0.7142857142857143,0.4,0.4,0.5,20280.0,5.0,0.014231601731601984,0
45,No,Non-Travel,Research & Development,9,2,Medical,2877,Female,1,Sales Executive,Married,95250,9.0,19,0,22.0,3,20,11,8,3,3,1.0,4.0,3.0,6.208377871542429,-1.791622128457571,0.9090909090909091,0.55,0.4,0.2222222222222222,95250.0,6.333333333333333,-3.583244256915142,0
37,No,Travel_Rarely,Research & Development,7,3,Life Sciences,2878,Female,1,Research Scientist,Married,29290,1.0,12,0,8.0,2,8,1,7,1,3,2.0,1.0,2.0,10.083961556493202,2.083961556493202,1.0,0.125,0.875,0.0,29290.0,4.0,6.251884669479606,0
35,No,Travel_Frequently,Research & Development,1,3,Other,2879,Male,2,Research Director,Single,22750,5.0,13,0,10.0,2,6,1,2,4,3,2.0,2.0,3.0,6.1174161877394635,-1.8825838122605365,0.6,0.16666666666666666,0.3333333333333333,0.8,11375.0,4.333333333333333,-3.765167624521073,0
42,No,Non-Travel,Research & Development,1,1,Technical Degree,2880,Male,2,Sales Executive,Divorced,78790,2.0,11,1,11.0,2,5,0,2,3,3,3.0,3.0,3.0,6.392047884704788,-1.6079521152952116,0.45454545454545453,0.0,0.4,3.0,39395.0,3.6666666666666665,-3.2159042305904233,0
38,No,Travel_Rarely,Sales,8,2,Marketing,2881,Male,5,Research Scientist,Married,49300,9.0,14,0,14.0,0,1,0,0,3,3,4.0,3.0,3.0,6.299181481481481,-1.7008185185185187,0.07142857142857142,0.0,0.0,1.4444444444444444,9860.0,4.666666666666667,-3.4016370370370375,0
38,No,Travel_Rarely,Human Resources,25,1,Human Resources,2882,Female,1,Manufacturing Director,Married,78470,3.0,14,1,9.0,3,7,1,7,4,3,4.0,4.0,1.0,7.283589743589743,-0.7164102564102572,0.7777777777777778,0.14285714285714285,1.0,0.6666666666666666,78470.0,4.666666666666667,-2.865641025641029,0
27,No,Travel_Frequently,Research & Development,13,4,Medical,2883,Male,1,Manager,Married,44010,5.0,13,0,6.0,4,2,2,0,2,3,3.0,1.0,3.0,6.521139005113901,-1.478860994886099,0.3333333333333333,1.0,0.0,0.8,44010.0,4.333333333333333,-2.957721989772198,0
49,No,Non-Travel,Research & Development,23,1,Other,2884,Female,2,Sales Executive,Divorced,92410,1.0,19,1,7.0,5,7,1,7,3,3,4.0,4.0,3.0,9.59264058956916,1.5926405895691609,1.0,0.14285714285714285,1.0,0.0,46205.0,6.333333333333333,3.1852811791383218,0
34,No,Travel_Frequently,Research & Development,7,2,Medical,2885,Male,4,Sales Representative,Divorced,29740,1.0,23,0,5.0,2,5,2,0,3,4,4.0,3.0,4.0,10.51404477262072,2.5140447726207196,1.0,0.4,0.0,0.0,7435.0,5.75,2.5140447726207196,0
40,No,Travel_Rarely,Research & Development,23,3,Medical,2886,Female,1,Laboratory Technician,Married,45020,8.0,12,2,15.0,0,7,3,7,2,3,3.0,4.0,4.0,10.400431972789116,2.400431972789116,0.4666666666666667,0.42857142857142855,1.0,1.0,45020.0,4.0,2.400431972789116,0
38,Yes,Travel_Rarely,Sales,6,4,Life Sciences,2887,Female,3,Research Scientist,Married,107480,7.0,15,0,17.0,3,1,0,0,3,3,2.0,1.0,3.0,8.400432367149758,0.40043236714975805,0.058823529411764705,0.0,0.0,2.2857142857142856,35826.666666666664,5.0,0.8008647342995161,1
29,Yes,Travel_Rarely,Sales,10,2,Life Sciences,2888,Female,2,Research Scientist,Married,15550,1.0,19,2,10.0,2,10,1,9,3,3,2.0,4.0,2.0,6.715693277310924,-1.2843067226890756,1.0,0.1,0.9,0.0,7775.0,6.333333333333333,-3.852920168067227,1
22,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2889,Female,4,Healthcare Representative,Divorced,129360,1.0,11,2,4.0,3,4,2,2,3,3,4.0,2.0,2.0,8.494217391304348,0.49421739130434794,1.0,0.5,0.5,0.0,32340.0,3.6666666666666665,1.4826521739130438,0
36,No,Travel_Frequently,Research & Development,1,3,Life Sciences,2890,Female,2,Laboratory Technician,Single,23050,1.0,17,0,8.0,3,8,1,7,3,3,2.0,4.0,3.0,7.506036556036555,-0.4939634439634446,1.0,0.125,0.875,0.0,11525.0,5.666666666666667,-0.9879268879268892,0
40,No,Non-Travel,Research & Development,28,2,Life Sciences,2891,Male,1,Manufacturing Director,Married,167040,9.0,22,0,5.0,2,3,0,2,4,4,4.0,4.0,1.0,6.108284662867996,-1.8917153371320037,0.6,0.0,0.6666666666666666,0.2222222222222222,167040.0,5.5,-7.566861348528015,0
46,No,Travel_Rarely,Research & Development,25,1,Medical,2892,Male,5,Research Scientist,Divorced,34330,7.0,18,0,17.0,3,4,0,3,3,3,4.0,1.0,3.0,6.019111346516007,-1.9808886534839933,0.23529411764705882,0.0,0.75,1.8571428571428572,6866.0,6.0,-3.9617773069679867,0
32,Yes,Travel_Rarely,Research & Development,5,3,Medical,2893,Male,1,Healthcare Representative,Married,34770,1.0,11,0,14.0,2,14,9,8,4,3,4.0,4.0,2.0,7.798501821493625,-0.20149817850637497,1.0,0.6428571428571429,0.5714285714285714,0.0,34770.0,3.6666666666666665,-0.6044945355191249,1
30,No,Non-Travel,Research & Development,17,4,Life Sciences,2894,Male,2,Healthcare Representative,Single,64300,1.0,12,1,12.0,2,11,5,8,2,3,3.0,3.0,3.0,8.02510401891253,0.025104018912529114,0.9166666666666666,0.45454545454545453,0.7272727272727273,1.0,32150.0,4.0,0.05020803782505823,0
27,No,Travel_Frequently,Research & Development,18,2,Medical,2895,Female,1,Laboratory Technician,Single,65160,1.0,19,1,7.0,4,7,0,7,3,3,4.0,3.0,3.0,6.187480506822612,-1.8125194931773878,1.0,0.0,1.0,0.0,65160.0,6.333333333333333,-3.6250389863547756,0
51,No,Travel_Rarely,Research & Development,2,1,Medical,2896,Female,1,Manufacturing Director,Married,39070,5.0,13,0,16.0,2,10,4,7,3,3,2.0,2.0,1.0,6.688292654579265,-1.3117073454207349,0.625,0.4,0.7,1.2,39070.0,4.333333333333333,-5.246829381682939,0
30,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,2897,Female,2,Research Scientist,Single,55620,5.0,13,0,8.0,3,5,0,4,2,3,4.0,1.0,3.0,8.48314309056956,0.48314309056956084,0.625,0.0,0.8,0.6,27810.0,4.333333333333333,0.9662861811391217,1
41,No,Travel_Rarely,Research & Development,1,3,Life Sciences,2898,Male,2,Human Resources,Single,68830,3.0,19,2,16.0,3,1,0,0,2,3,4.0,4.0,3.0,9.080530838041431,1.0805308380414314,0.0625,0.0,0.0,5.0,34415.0,6.333333333333333,2.1610616760828627,0
30,Yes,Travel_Frequently,Sales,3,2,Medical,2899,Male,2,Healthcare Representative,Single,28620,5.0,14,0,9.0,2,6,0,1,2,3,3.0,1.0,3.0,7.004625755462575,-0.995374244537425,0.6666666666666666,0.0,0.16666666666666666,0.6,14310.0,4.666666666666667,-1.99074848907485,1
29,Yes,Travel_Rarely,Research & Development,2,3,Life Sciences,2900,Male,1,Sales Executive,Single,49780,0.0,13,0,7.0,3,6,1,5,2,3,3.0,3.0,2.0,7.803890056022409,-0.19610994397759107,0.8571428571428571,0.16666666666666666,0.8333333333333334,0.0,49780.0,4.333333333333333,-0.5883298319327732,1
45,No,Non-Travel,Research & Development,2,3,Medical,2901,Female,2,Research Scientist,Single,103680,6.0,12,2,23.0,2,19,12,8,3,3,4.0,4.0,3.0,6.583583900226757,-1.416416099773243,0.8260869565217391,0.631578947368421,0.42105263157894735,0.6666666666666666,51840.0,4.0,-2.832832199546486,0
54,No,Travel_Rarely,Sales,8,2,Marketing,2902,Female,2,Laboratory Technician,Married,61340,2.0,19,0,16.0,2,6,0,5,2,3,4.0,1.0,3.0,6.371495815899581,-1.6285041841004189,0.375,0.0,0.8333333333333334,5.0,30670.0,6.333333333333333,-3.2570083682008377,0
36,No,Travel_Rarely,Research & Development,16,4,Life Sciences,2903,Male,1,Healthcare Representative,Single,67350,8.0,25,2,16.0,3,13,3,7,2,4,4.0,2.0,4.0,7.622738095238096,-0.37726190476190435,0.8125,0.23076923076923078,0.5384615384615384,0.375,67350.0,6.25,-0.37726190476190435,0
33,No,Travel_Rarely,Sales,9,1,Other,2904,Female,3,Sales Executive,Married,32950,6.0,22,2,7.0,2,3,1,1,3,4,3.0,2.0,3.0,7.508465829846584,-0.4915341701534164,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.6666666666666666,10983.333333333334,5.5,-0.9830683403068328,0
37,No,Travel_Frequently,Sales,2,4,Life Sciences,2905,Male,2,Laboratory Technician,Divorced,52380,1.0,15,1,10.0,5,10,0,7,3,3,2.0,4.0,3.0,10.113996647509579,2.1139966475095786,1.0,0.0,0.7,0.0,26190.0,5.0,4.227993295019157,0
38,No,Travel_Rarely,Research & Development,1,2,Medical,2906,Male,4,Laboratory Technician,Divorced,64720,0.0,12,0,17.0,4,16,5,13,3,3,1.0,3.0,2.0,6.934340277777778,-1.0656597222222217,0.9411764705882353,0.3125,0.8125,0.0,16180.0,4.0,-3.196979166666665,0
