Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,MeanWorkingHours,StdWorkingHours,PercentOvertime,TotalDaysWorked
31,0,Non-Travel,Research & Development,1,2,Medical,2163,Male,1,Sales Executive,Divorced,195130,1.0,12,1,10.0,1,10,9,6,2,3,4.0,3.0,2.0,10.101002109704641,0.31713492806134796,100.0,237
41,0,Non-Travel,Sales,6,3,Life Sciences,2164,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3,3,3.0,2.0,3.0,7.795501133786848,0.2962122011567195,22.448979591836736,245
31,1,Travel_Frequently,Research & Development,3,1,Life Sciences,2165,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,3,3,4.0,2.0,4.0,9.135941290635614,0.28723185007616747,100.0,229
44,1,Travel_Rarely,Sales,5,3,Life Sciences,2166,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,3,3,1.0,1.0,4.0,6.027372245663386,0.30475919155941533,0.0,237
42,0,Non-Travel,Research & Development,4,3,Life Sciences,2167,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,2,3,3.0,3.0,2.0,9.710156955736224,0.32137763617459364,100.0,246
55,0,Travel_Rarely,Sales,11,3,Technical Degree,2168,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,3,3,4.0,3.0,3.0,6.629416786916787,0.31837132145316177,0.0,231
56,0,Travel_Rarely,Sales,3,2,Medical,2169,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,3,3,4.0,2.0,3.0,7.995408022130014,0.30565440687812934,49.79253112033195,241
40,0,Non-Travel,Research & Development,1,1,Life Sciences,2170,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0,7.337527538314176,0.29658809219959537,0.8620689655172413,232
34,0,Travel_Rarely,Research & Development,3,2,Technical Degree,2171,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,3,4,4.0,4.0,2.0,7.418435734463277,0.3057357214346278,2.5423728813559325,236
40,0,Travel_Rarely,Sales,4,3,Medical,2172,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,2,3,3.0,4.0,3.0,5.99870138888889,0.26123626128666355,0.0,240
41,0,Travel_Frequently,Sales,1,4,Other,2173,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,2,3,3.0,1.0,3.0,7.690605200945626,0.31984752783227915,17.02127659574468,235
35,0,Travel_Frequently,Sales,1,2,Technical Degree,2174,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,2,3,3.0,3.0,3.0,9.508205128205129,0.2964659109323896,100.0,247
51,0,Travel_Rarely,Sales,18,2,Life Sciences,2175,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,2.0,3.0,9.48023530762167,0.3055101692975367,100.0,242
38,0,Travel_Rarely,Sales,2,4,Life Sciences,2176,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.0,1.0,3.0,6.585955743879473,0.3102868725397889,0.0,236
34,0,Travel_Rarely,Sales,4,3,Life Sciences,2177,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,4,3,3.0,1.0,4.0,7.23356081390032,0.27022757167263234,0.0,243
25,0,Travel_Rarely,Research & Development,6,2,Medical,2178,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,3,3,4.0,4.0,2.0,6.290400000000001,0.2885475175841547,0.0,225
58,1,Travel_Rarely,Sales,1,4,Technical Degree,2179,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.0,1.0,2.0,8.488845153664304,0.30356934027872284,95.31914893617022,235
40,0,Travel_Rarely,Research & Development,14,4,Medical,2180,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.0,2.0,3.0,6.117230461393597,0.29776126757118004,0.0,236
36,0,Travel_Frequently,Sales,16,2,Life Sciences,2181,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,3,3,1.0,1.0,2.0,6.086681839402428,0.3061654766423925,0.0,238
48,0,Travel_Rarely,Research & Development,2,1,Life Sciences,2182,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,2,4,4.0,4.0,3.0,7.596445652173912,0.27629056913852734,6.521739130434782,230
27,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2183,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,3.0,3.0,7.097427983539095,0.2833918037848024,0.0,243
51,0,Travel_Rarely,Research & Development,4,1,Medical,2184,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,3,3,4.0,2.0,2.0,7.494571708272148,0.2815582709576648,3.9647577092511015,227
18,0,Non-Travel,Research & Development,1,4,Medical,2185,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,3,4,4.0,4.0,4.0,7.905436671239141,0.27622761071871577,34.97942386831276,243
35,0,Travel_Rarely,Research & Development,1,4,Other,2186,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,2,3,4.0,4.0,3.0,7.180452898550724,0.28958039311228573,0.0,230
27,0,Travel_Frequently,Research & Development,26,4,Medical,2187,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4,3,4.0,4.0,3.0,7.352186609686609,0.27253077300741807,0.8547008547008548,234
55,1,Travel_Rarely,Research & Development,19,3,Technical Degree,2188,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,4,3,1.0,3.0,2.0,8.68269090077732,0.290669325055096,99.58847736625515,243
56,0,Travel_Rarely,Research & Development,24,4,Life Sciences,2189,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,3,3,4.0,2.0,3.0,10.380261904761905,0.3042460587634894,100.0,245
34,0,Non-Travel,Sales,1,2,Life Sciences,2190,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,3,3,1.0,3.0,3.0,6.379191176470588,0.29295782482060195,0.0,238
40,0,Travel_Rarely,Research & Development,3,3,Life Sciences,2191,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2,3,2.0,3.0,3.0,6.479356113435612,0.32161167580909605,0.0,239
34,0,Travel_Rarely,Research & Development,5,3,Life Sciences,2192,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,4,3,2.0,3.0,3.0,7.176949192782526,0.30482736653187825,0.4273504273504274,234
31,1,Travel_Frequently,Research & Development,2,2,Medical,2193,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,1,3,3.0,4.0,4.0,7.673500228623685,0.29971194525237216,13.991769547325102,243
35,1,Travel_Frequently,Research & Development,1,2,Medical,2194,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,3,3,4.0,3.0,2.0,9.072801783264746,0.29129554152386283,100.0,243
38,0,Travel_Frequently,Research & Development,7,3,Medical,2195,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,2,3,4.0,3.0,3.0,6.375856481481481,0.3015531332280208,0.0,240
34,0,Travel_Rarely,Research & Development,10,4,Other,2196,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3,4,3.0,4.0,4.0,7.906698939603504,0.2823825944956543,36.09958506224066,241
28,0,Travel_Rarely,Research & Development,2,3,Life Sciences,2197,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3,3,3.0,1.0,3.0,6.683007544581619,0.31697742271762497,0.0,243
31,1,Travel_Rarely,Research & Development,15,2,Life Sciences,2198,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,2,3,4.0,3.0,2.0,10.88627205531712,0.2886365380517496,100.0,233
39,0,Travel_Rarely,Research & Development,17,4,Technical Degree,2199,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,3,3,1.0,4.0,4.0,10.322546695402298,0.2969681571390345,100.0,232
51,0,Travel_Frequently,Research & Development,20,3,Medical,2200,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2,3,2.0,2.0,3.0,7.07558970856102,0.3023478958481386,0.0,244
41,0,Travel_Frequently,Research & Development,1,3,Life Sciences,2201,Male,4,Sales Executive,Divorced,191410,3.0,12,1,12.0,2,6,3,3,3,3,4.0,4.0,2.0,10.669363086936306,0.31140621873675417,100.0,239
37,0,Travel_Rarely,Research & Development,2,2,Medical,2202,Female,1,Healthcare Representative,Married,54050,7.0,15,0,8.0,3,6,1,3,4,3,3.0,3.0,3.0,10.390741525423728,0.31248898087935006,100.0,236
33,0,Travel_Frequently,Research & Development,2,3,Medical,2203,Female,1,Sales Executive,Married,87930,6.0,17,0,8.0,2,5,1,2,3,3,2.0,4.0,4.0,7.778146961063628,0.29906819059510276,22.22222222222222,234
32,0,Travel_Rarely,Research & Development,1,4,Medical,2204,Male,5,Research Director,Married,191890,0.0,12,1,4.0,3,3,1,2,3,3,3.0,2.0,2.0,10.395856950067476,0.31297503466609145,100.0,247
39,0,Non-Travel,Research & Development,29,2,Life Sciences,2205,Male,2,Sales Executive,Married,38750,3.0,15,0,13.0,3,6,0,5,3,3,3.0,3.0,3.0,6.594622175141242,0.3142391906787915,0.0,236
25,0,Travel_Rarely,Research & Development,7,4,Life Sciences,2206,Male,1,Sales Executive,Married,22160,2.0,13,3,6.0,2,3,1,2,2,3,1.0,3.0,2.0,7.208837844254512,0.28979827504976086,0.4273504273504274,234
52,0,Travel_Frequently,Research & Development,2,1,Life Sciences,2207,Male,2,Sales Executive,Married,117130,2.0,14,0,24.0,2,5,0,2,3,3,4.0,3.0,2.0,9.086195856873823,0.28537340217284757,100.0,236
43,0,Travel_Rarely,Research & Development,2,2,Medical,2208,Male,1,Laboratory Technician,Single,78610,1.0,14,2,20.0,1,20,1,8,3,3,1.0,3.0,1.0,9.686829297245966,0.30885292880493026,100.0,234
27,0,Travel_Rarely,Research & Development,2,4,Life Sciences,2209,Male,1,Human Resources,Married,37080,1.0,16,2,6.0,2,6,4,4,3,3,4.0,4.0,3.0,10.314973708276177,0.31386293337410665,100.0,243
27,1,Travel_Rarely,Research & Development,2,5,Life Sciences,2210,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,7,4,3,4.0,3.0,3.0,10.004661835748792,0.314984296532396,100.0,230
26,0,Travel_Rarely,Research & Development,2,2,Other,2211,Male,3,Laboratory Technician,Single,53040,0.0,20,1,5.0,2,4,1,1,3,4,1.0,4.0,3.0,6.323119288119288,0.3015144071135221,0.0,231
42,0,Travel_Rarely,Sales,23,3,Marketing,2212,Female,3,Research Scientist,Married,26420,0.0,13,1,21.0,3,20,0,9,3,3,3.0,1.0,3.0,6.1295948568656,0.3014622123727455,0.0,229
52,0,Travel_Rarely,Research & Development,5,2,Life Sciences,2213,Female,1,Healthcare Representative,Married,27590,9.0,18,1,12.0,6,5,0,4,3,3,3.0,1.0,1.0,6.50694675925926,0.2979764551846939,0.0,240
37,0,Travel_Rarely,Research & Development,20,5,Life Sciences,2214,Male,2,Manager,Single,68040,4.0,13,1,8.0,1,3,0,2,3,3,1.0,3.0,3.0,7.468182819383259,0.2925417032355832,3.524229074889868,227
35,0,Travel_Frequently,Research & Development,6,4,Medical,2215,Female,2,Research Director,Single,61420,2.0,15,1,10.0,2,2,2,2,3,3,3.0,4.0,3.0,7.665282466010315,0.29828185542315755,14.345991561181433,237
25,0,Travel_Rarely,Research & Development,1,4,Medical,2216,Male,2,Sales Executive,Married,25000,4.0,14,2,7.0,2,3,0,2,1,3,1.0,4.0,2.0,7.995907331511839,0.293749363060251,48.77049180327869,244
26,0,Travel_Rarely,Research & Development,29,4,Life Sciences,2217,Male,1,Research Scientist,Single,63890,0.0,22,0,8.0,2,7,0,7,2,4,3.0,1.0,3.0,6.798512802926383,0.2852446335232284,0.0,243
29,0,Travel_Rarely,Sales,9,3,Life Sciences,2218,Male,1,Laboratory Technician,Single,111030,1.0,12,0,10.0,5,10,0,9,2,3,2.0,1.0,2.0,6.206890838206628,0.30725504333404063,0.0,228
49,1,Travel_Frequently,Sales,6,5,Medical,2219,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,3,3,3,1.0,1.0,3.0,7.049729052823315,0.29863496423372027,0.0,244
29,1,Travel_Frequently,Sales,3,2,Marketing,2220,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,7,3,3,3.0,4.0,3.0,8.612993956299395,0.3051421219568489,97.90794979079497,239
54,0,Travel_Rarely,Sales,1,3,Medical,2221,Female,2,Manager,Single,22970,6.0,18,2,29.0,2,20,12,7,2,3,4.0,4.0,2.0,6.248981481481481,0.287353445678809,0.0,240
58,0,Travel_Rarely,Sales,22,3,Life Sciences,2222,Female,2,Laboratory Technician,Married,24500,3.0,12,1,32.0,2,9,1,5,3,3,4.0,1.0,3.0,10.569413841807911,0.31222905974624454,100.0,236
55,0,Travel_Rarely,Research & Development,7,3,Life Sciences,2223,Female,3,Research Scientist,Divorced,50930,2.0,16,1,31.0,3,7,0,0,3,3,2.0,4.0,4.0,7.494744680851063,0.30196438853568786,5.106382978723404,235
36,0,Travel_Rarely,Research & Development,1,3,Medical,2224,Male,2,Sales Executive,Single,53090,3.0,13,0,15.0,5,5,0,1,3,3,1.0,2.0,3.0,9.398778229448961,0.2978552085464551,100.0,246
31,1,Travel_Frequently,Sales,4,3,Life Sciences,2225,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,0,3,3,2.0,3.0,3.0,7.304688232536335,0.27842701288483296,1.2658227848101267,237
30,0,Travel_Rarely,Sales,3,3,Life Sciences,2226,Male,3,Sales Executive,Divorced,51210,7.0,13,0,8.0,4,3,0,2,3,3,4.0,1.0,3.0,7.491903248587571,0.3082513600766959,4.23728813559322,236
31,0,Travel_Rarely,Research & Development,1,3,Medical,2227,Male,1,Laboratory Technician,Single,168560,3.0,12,1,9.0,3,3,1,0,3,3,1.0,2.0,3.0,7.301046647913737,0.28126614730625304,0.0,237
34,0,Travel_Frequently,Sales,2,1,Marketing,2228,Female,5,Manager,Divorced,26860,5.0,11,0,10.0,3,4,1,3,4,3,4.0,1.0,3.0,7.592990664845174,0.29135165229124527,8.19672131147541,244
31,1,Travel_Rarely,Sales,20,3,Technical Degree,2229,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,0,1,3,1.0,2.0,4.0,8.002105442176871,0.27814115217773266,51.02040816326531,245
27,0,Travel_Rarely,Human Resources,11,4,Medical,2230,Male,4,Sales Executive,Married,66320,0.0,16,0,6.0,3,5,1,4,3,3,2.0,1.0,4.0,7.18484126984127,0.29076045267801087,0.0,245
36,0,Travel_Rarely,Sales,1,3,Marketing,2231,Male,2,Research Scientist,Single,35050,1.0,12,2,10.0,2,10,1,8,2,3,1.0,4.0,2.0,6.319475172074731,0.28328101334713907,0.0,226
36,0,Travel_Rarely,Research & Development,24,3,Other,2232,Female,3,Research Director,Married,63970,4.0,14,1,11.0,3,3,0,2,3,3,3.0,1.0,2.0,7.314436376210235,0.30743753423424847,1.2448132780082988,241
47,0,Travel_Rarely,Research & Development,23,4,Life Sciences,2233,Female,2,Sales Executive,Married,62740,7.0,14,2,17.0,0,6,1,2,3,3,1.0,4.0,2.0,7.79139822595705,0.2790073613332586,19.747899159663866,238
25,1,Travel_Rarely,Sales,16,4,Life Sciences,2234,Male,2,Research Scientist,Married,198590,3.0,19,0,6.0,3,3,2,2,2,3,1.0,1.0,3.0,7.192815217391304,0.29393077335352497,0.0,230
37,0,Non-Travel,Sales,8,4,Medical,2235,Male,1,Healthcare Representative,Single,75870,0.0,22,1,7.0,5,6,1,3,3,4,3.0,3.0,1.0,7.562411616161616,0.2880690274417179,7.024793388429752,242
56,0,Travel_Rarely,Research & Development,10,4,Other,2236,Male,2,Sales Representative,Married,42580,2.0,16,0,5.0,2,3,1,0,3,3,1.0,1.0,4.0,6.6068304221251815,0.3046101731917071,0.0,229
47,0,Travel_Rarely,Research & Development,3,2,Medical,2237,Male,2,Laboratory Technician,Married,43640,3.0,11,1,26.0,3,20,5,6,3,3,1.0,3.0,4.0,6.341896551724137,0.2948982798265983,0.0,232
24,0,Travel_Rarely,Research & Development,5,1,Other,2238,Male,1,Manufacturing Director,Married,43350,1.0,15,1,5.0,5,5,0,3,3,3,4.0,3.0,3.0,9.69560841205578,0.31576595117292255,100.0,247
32,0,Travel_Rarely,Sales,4,3,Marketing,2239,Male,1,Research Scientist,Married,53260,4.0,14,1,7.0,2,4,0,3,3,3,4.0,4.0,2.0,7.510473995271868,0.3112580436236016,5.957446808510639,235
34,0,Travel_Rarely,Research & Development,9,2,Medical,2240,Male,1,Sales Executive,Married,32800,5.0,13,0,7.0,3,5,0,2,3,3,4.0,2.0,2.0,6.132323959762231,0.31313318740747664,0.0,243
41,0,Travel_Rarely,Research & Development,26,3,Medical,2241,Female,3,Sales Executive,Married,54850,2.0,17,2,7.0,2,4,0,3,3,3,2.0,3.0,2.0,10.501243607624358,0.3090965710825579,100.0,239
40,0,Non-Travel,Sales,3,2,Life Sciences,2242,Male,1,Sales Executive,Divorced,43420,3.0,11,1,11.0,6,8,0,7,2,3,3.0,3.0,4.0,6.365344868173258,0.29096451175744403,0.0,236
31,0,Travel_Rarely,Research & Development,16,3,Medical,2243,Male,2,Human Resources,Divorced,27820,1.0,19,1,13.0,5,13,9,9,3,3,1.0,4.0,3.0,6.728463693957116,0.27346003981953665,0.0,228
46,1,Travel_Rarely,Research & Development,18,1,Medical,2244,Male,1,Manufacturing Director,Divorced,59800,4.0,11,1,28.0,2,7,4,3,3,3,1.0,4.0,4.0,6.684526570048308,0.30825860602469657,0.0,230
39,1,Non-Travel,Research & Development,2,4,Medical,2245,Male,2,Manufacturing Director,Single,43810,2.0,15,2,11.0,1,1,0,0,2,3,1.0,1.0,4.0,9.3863808870599,0.2975509630260155,100.0,243
31,1,Travel_Frequently,Sales,2,3,Medical,2246,Male,2,Sales Executive,Single,25720,1.0,13,3,10.0,3,10,4,7,3,3,3.0,2.0,3.0,6.794415866483767,0.29298907238818,0.0,243
45,0,Travel_Rarely,Sales,10,2,Marketing,2247,Male,1,Sales Executive,Divorced,38330,2.0,14,0,24.0,1,7,0,7,3,3,2.0,1.0,3.0,10.508590277777778,0.2784953559304355,100.0,240
31,0,Travel_Rarely,Research & Development,16,4,Life Sciences,2248,Male,3,Human Resources,Single,42440,9.0,13,0,8.0,3,3,0,2,3,3,4.0,2.0,3.0,6.730294540229885,0.3258210440843103,0.0,232
31,1,Travel_Frequently,Research & Development,7,4,Life Sciences,2249,Male,1,Laboratory Technician,Married,65000,6.0,23,1,7.0,5,2,2,2,3,4,2.0,4.0,1.0,10.276630532971996,0.29198648951003825,100.0,246
45,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2250,Female,1,Research Scientist,Married,184300,4.0,12,1,10.0,5,3,1,2,3,3,2.0,4.0,4.0,10.565856774496014,0.3108433052577787,100.0,237
48,0,Travel_Rarely,Research & Development,24,3,Technical Degree,2251,Male,2,Research Scientist,Divorced,16010,4.0,12,0,15.0,3,2,2,2,3,3,3.0,1.0,3.0,7.085850767085077,0.3342489806745609,0.41841004184100417,239
34,1,Travel_Rarely,Research & Development,7,4,Medical,2252,Male,2,Research Scientist,Married,26940,1.0,16,1,2.0,3,2,2,2,3,3,1.0,3.0,3.0,7.422883428300095,0.30268486988475396,2.564102564102564,234
40,0,Non-Travel,Research & Development,25,4,Other,2253,Female,1,Sales Executive,Divorced,31490,2.0,15,1,16.0,1,9,4,8,2,3,4.0,2.0,3.0,7.985139470013949,0.28291457837391226,48.53556485355649,239
28,0,Travel_Rarely,Research & Development,1,2,Technical Degree,2254,Female,1,Research Scientist,Single,176390,0.0,13,1,6.0,0,5,1,3,3,3,4.0,1.0,3.0,6.513891156462584,0.2873726420420062,0.0,245
44,0,Non-Travel,Research & Development,5,3,Life Sciences,2255,Male,1,Laboratory Technician,Single,23190,3.0,18,0,7.0,4,5,0,3,2,3,3.0,3.0,3.0,6.589474506974506,0.28319614678021987,0.0,231
53,0,Travel_Rarely,Research & Development,2,4,Technical Degree,2256,Male,2,Manager,Single,116910,4.0,20,0,35.0,2,9,8,8,3,4,4.0,2.0,2.0,6.901845760233917,0.2923438128489996,0.0,228
49,0,Travel_Rarely,Research & Development,7,3,Life Sciences,2257,Male,3,Laboratory Technician,Married,53240,2.0,19,0,20.0,2,3,1,2,1,3,1.0,3.0,2.0,6.786344907407408,0.2894270461462403,0.0,240
40,0,Travel_Rarely,Research & Development,2,4,Life Sciences,2258,Male,3,Laboratory Technician,Divorced,167520,2.0,18,1,8.0,3,3,1,2,3,3,3.0,3.0,4.0,6.50914847161572,0.3065476879567011,0.0,229
44,0,Travel_Rarely,Research & Development,5,1,Other,2259,Male,3,Research Scientist,Single,52280,1.0,13,0,6.0,2,5,1,3,4,3,4.0,2.0,2.0,6.917345545977011,0.28844088461037337,0.0,232
33,0,Travel_Frequently,Human Resources,10,3,Medical,2260,Female,2,Sales Executive,Married,27000,0.0,14,3,5.0,2,4,0,3,3,3,4.0,1.0,3.0,7.285915103415103,0.30667064447056064,1.2987012987012987,231
34,0,Travel_Rarely,Research & Development,10,4,Life Sciences,2261,Female,1,Sales Representative,Single,192460,3.0,15,1,15.0,5,13,3,12,3,3,4.0,1.0,3.0,6.873781435756745,0.29450017678213347,0.0,243
30,0,Travel_Rarely,Sales,1,2,Technical Degree,2262,Male,1,Laboratory Technician,Married,25060,8.0,22,0,4.0,3,2,2,2,3,4,4.0,3.0,2.0,6.1275962000962005,0.28785004662512903,0.0,231
42,0,Travel_Frequently,Research & Development,8,4,Medical,2263,Female,1,Sales Executive,Single,60620,1.0,22,2,12.0,2,12,5,8,3,4,1.0,4.0,3.0,7.286386583679115,0.297121435141846,1.2448132780082988,241
44,0,Travel_Frequently,Research & Development,5,3,Life Sciences,2264,Female,5,Manufacturing Director,Married,43820,7.0,16,2,11.0,2,1,0,0,3,3,1.0,3.0,2.0,7.600639124293784,0.2991864096664018,9.322033898305085,236
30,0,Non-Travel,Research & Development,8,3,Life Sciences,2265,Male,1,Manufacturing Director,Divorced,21430,1.0,17,1,1.0,2,1,0,0,3,3,3.0,3.0,2.0,6.172838214783821,0.29625668623350926,0.0,239
57,0,Travel_Rarely,Sales,2,1,Life Sciences,2266,Male,3,Research Scientist,Married,61620,0.0,14,0,13.0,5,12,2,8,2,3,2.0,3.0,2.0,7.604345067049808,0.2964325610191481,8.189655172413794,232
49,0,Travel_Rarely,Research & Development,7,3,Technical Degree,2267,Female,2,Sales Executive,Divorced,50940,3.0,15,0,29.0,5,8,0,7,3,3,3.0,2.0,3.0,6.907296539961013,0.28537893330146497,0.0,228
34,0,Travel_Frequently,Research & Development,2,4,Medical,2268,Female,2,Sales Representative,Divorced,68770,7.0,20,0,16.0,3,14,6,9,3,4,2.0,1.0,2.0,6.293506172839506,0.3058760053033456,0.0,225
28,1,Travel_Frequently,Research & Development,2,3,Medical,2269,Male,1,Research Scientist,Married,22740,3.0,20,1,5.0,5,3,1,2,3,4,1.0,3.0,4.0,6.492943287037036,0.30500435015314703,0.0,240
29,1,Travel_Frequently,Research & Development,28,3,Medical,2270,Female,5,Research Scientist,Single,44340,5.0,17,3,7.0,1,5,0,0,3,3,1.0,2.0,1.0,7.808987142163998,0.2833315508961454,23.580786026200872,229
34,1,Travel_Rarely,Research & Development,7,1,Medical,2271,Male,1,Research Scientist,Single,62880,0.0,15,1,16.0,2,15,10,10,3,3,1.0,2.0,4.0,8.527089890319505,0.2848747158540096,98.28326180257511,233
35,0,Travel_Rarely,Sales,7,4,Other,2272,Female,4,Healthcare Representative,Married,25530,1.0,14,1,1.0,4,1,0,0,2,3,4.0,3.0,3.0,6.614800538423887,0.30467171372174956,0.0,227
24,1,Travel_Frequently,Sales,3,3,Life Sciences,2273,Male,2,Research Scientist,Single,76540,2.0,17,1,4.0,3,0,0,0,2,3,2.0,1.0,2.0,8.507790456431536,0.2934991003307959,94.6058091286307,241
24,0,Non-Travel,Research & Development,10,3,Life Sciences,2274,Female,2,Manager,Married,51600,1.0,17,1,1.0,3,1,0,0,1,3,4.0,2.0,3.0,7.406158172635445,0.26803177219656843,0.0,242
44,0,Travel_Frequently,Research & Development,5,2,Medical,2275,Female,2,Research Scientist,Single,171590,5.0,22,1,16.0,1,2,2,2,2,4,2.0,3.0,2.0,10.296231006647673,0.2719839993745296,100.0,234
29,0,Travel_Rarely,Sales,10,2,Life Sciences,2276,Female,1,Sales Executive,Divorced,128080,1.0,13,0,10.0,6,10,0,4,3,3,3.0,3.0,3.0,6.980078860640301,0.29709001405732816,0.0,236
30,0,Travel_Rarely,Research & Development,1,2,Life Sciences,2277,Male,3,Sales Executive,Divorced,102210,0.0,19,1,6.0,2,5,1,3,3,3,3.0,3.0,4.0,6.101316738816739,0.3104070274963459,0.0,231
55,0,Travel_Rarely,Sales,20,3,Marketing,2278,Male,2,Research Scientist,Married,47790,0.0,14,1,4.0,6,3,1,2,3,3,4.0,3.0,3.0,10.700993369913123,0.27503609554530417,100.0,243
33,0,Travel_Rarely,Research & Development,7,2,Life Sciences,2279,Male,2,Research Scientist,Married,37370,8.0,22,2,8.0,2,5,0,2,3,4,1.0,2.0,3.0,7.897586956521738,0.2866505195364789,36.52173913043478,230
47,0,Travel_Rarely,Research & Development,8,4,Medical,2280,Female,2,Sales Representative,Married,23660,3.0,17,0,11.0,5,5,1,2,2,3,3.0,3.0,2.0,10.884125781625782,0.28365392210239887,100.0,231
28,1,Travel_Frequently,Sales,1,3,Marketing,2281,Male,2,Laboratory Technician,Single,17060,7.0,12,0,8.0,3,0,0,0,3,3,3.0,1.0,2.0,7.586788268955651,0.2930353772813217,8.583690987124463,233
28,0,Travel_Rarely,Sales,8,4,Marketing,2282,Male,1,Laboratory Technician,Divorced,163070,1.0,16,0,1.0,3,1,0,0,2,3,1.0,3.0,1.0,6.109356167608287,0.29889966741943763,0.0,236
28,0,Travel_Frequently,Research & Development,9,3,Life Sciences,2283,Female,2,Sales Executive,Single,59330,0.0,11,0,5.0,3,4,1,3,3,3,3.0,1.0,3.0,7.035802600472813,0.3256855074325191,0.0,235
49,0,Travel_Rarely,Research & Development,5,4,Life Sciences,2284,Female,1,Research Scientist,Married,34240,4.0,11,0,10.0,3,3,1,2,3,3,3.0,1.0,3.0,6.407399758454106,0.29698336097520783,0.0,230
29,0,Travel_Frequently,Research & Development,8,1,Medical,2285,Male,1,Research Scientist,Married,40370,0.0,14,0,4.0,2,3,0,2,1,3,4.0,2.0,3.0,7.117046336729742,0.30188739675473,0.0,229
28,0,Travel_Rarely,Research & Development,5,1,Technical Degree,2286,Male,2,Laboratory Technician,Married,25590,1.0,11,0,8.0,3,8,1,7,2,3,3.0,2.0,2.0,5.98655510018215,0.2880954872347402,0.0,244
33,0,Travel_Rarely,Research & Development,15,4,Life Sciences,2287,Female,1,Sales Executive,Single,62010,2.0,15,3,14.0,2,0,0,0,2,3,4.0,3.0,3.0,8.49256427915519,0.2952238421143751,95.86776859504133,242
